# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:alpha
8	1.5625000000000000e-02	0	0	32	-3	32	0.0000000000000000e+00	-2.8000000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	-2	32	0.0000000000000000e+00	-2.7200000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	-1	32	0.0000000000000000e+00	-2.6400000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	0	32	0.0000000000000000e+00	-2.5600000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	1	32	0.0000000000000000e+00	-2.4800000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	2	32	0.0000000000000000e+00	-2.4000000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	3	32	0.0000000000000000e+00	-2.3200000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	4	32	0.0000000000000000e+00	-2.2400000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	5	32	0.0000000000000000e+00	-2.1600000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	6	32	0.0000000000000000e+00	-2.0800000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	7	32	0.0000000000000000e+00	-2.0000000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	8	32	0.0000000000000000e+00	-1.9200000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	9	32	0.0000000000000000e+00	-1.8400000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	10	32	0.0000000000000000e+00	-1.7600000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	11	32	0.0000000000000000e+00	-1.6800000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	12	32	0.0000000000000000e+00	-1.6000000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	13	32	0.0000000000000000e+00	-1.5200000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	14	32	0.0000000000000000e+00	-1.4400000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	15	32	0.0000000000000000e+00	-1.3600000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	16	32	0.0000000000000000e+00	-1.2800000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	17	32	0.0000000000000000e+00	-1.2000000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	18	32	0.0000000000000000e+00	-1.1200000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	19	32	0.0000000000000000e+00	-1.0400000000000000e+02	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	20	32	0.0000000000000000e+00	-9.6000000000000000e+01	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	21	32	0.0000000000000000e+00	-8.8000000000000000e+01	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	22	32	0.0000000000000000e+00	-8.0000000000000000e+01	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	23	32	0.0000000000000000e+00	-7.2000000000000000e+01	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	24	32	0.0000000000000000e+00	-6.4000000000000000e+01	0.0000000000000000e+00	-nan
8	1.5625000000000000e-02	0	0	32	25	32	0.0000000000000000e+00	-5.6000000000000000e+01	0.0000000000000000e+00	-nan
