# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:alpha
0	0.0000000000000000e+00	0	0	32	-3	32	0.0000000000000000e+00	-2.8000000000000000e+02	0.0000000000000000e+00	9.9610584641597288e-01
0	0.0000000000000000e+00	0	0	32	-2	32	0.0000000000000000e+00	-2.7200000000000000e+02	0.0000000000000000e+00	9.9610584641597288e-01
0	0.0000000000000000e+00	0	0	32	-1	32	0.0000000000000000e+00	-2.6400000000000000e+02	0.0000000000000000e+00	9.9610584641597288e-01
0	0.0000000000000000e+00	0	0	32	0	32	0.0000000000000000e+00	-2.5600000000000000e+02	0.0000000000000000e+00	9.9610584641597288e-01
0	0.0000000000000000e+00	0	0	32	1	32	0.0000000000000000e+00	-2.4800000000000000e+02	0.0000000000000000e+00	9.9598065359394861e-01
0	0.0000000000000000e+00	0	0	32	2	32	0.0000000000000000e+00	-2.4000000000000000e+02	0.0000000000000000e+00	9.9584714543239883e-01
0	0.0000000000000000e+00	0	0	32	3	32	0.0000000000000000e+00	-2.3200000000000000e+02	0.0000000000000000e+00	9.9570446519680933e-01
0	0.0000000000000000e+00	0	0	32	4	32	0.0000000000000000e+00	-2.2400000000000000e+02	0.0000000000000000e+00	9.9555163430187710e-01
0	0.0000000000000000e+00	0	0	32	5	32	0.0000000000000000e+00	-2.1600000000000000e+02	0.0000000000000000e+00	9.9538752985533074e-01
0	0.0000000000000000e+00	0	0	32	6	32	0.0000000000000000e+00	-2.0800000000000000e+02	0.0000000000000000e+00	9.9521085704686352e-01
0	0.0000000000000000e+00	0	0	32	7	32	0.0000000000000000e+00	-2.0000000000000000e+02	0.0000000000000000e+00	9.9502011494715714e-01
0	0.0000000000000000e+00	0	0	32	8	32	0.0000000000000000e+00	-1.9200000000000000e+02	0.0000000000000000e+00	9.9481355380661651e-01
0	0.0000000000000000e+00	0	0	32	9	32	0.0000000000000000e+00	-1.8400000000000000e+02	0.0000000000000000e+00	9.9458912128342891e-01
0	0.0000000000000000e+00	0	0	32	10	32	0.0000000000000000e+00	-1.7600000000000000e+02	0.0000000000000000e+00	9.9434439410248077e-01
0	0.0000000000000000e+00	0	0	32	11	32	0.0000000000000000e+00	-1.6800000000000000e+02	0.0000000000000000e+00	9.9407649032400591e-01
0	0.0000000000000000e+00	0	0	32	12	32	0.0000000000000000e+00	-1.6000000000000000e+02	0.0000000000000000e+00	9.9378195548790738e-01
0	0.0000000000000000e+00	0	0	32	13	32	0.0000000000000000e+00	-1.5200000000000000e+02	0.0000000000000000e+00	9.9345661308879729e-01
0	0.0000000000000000e+00	0	0	32	14	32	0.0000000000000000e+00	-1.4400000000000000e+02	0.0000000000000000e+00	9.9309536563404133e-01
0	0.0000000000000000e+00	0	0	32	15	32	0.0000000000000000e+00	-1.3600000000000000e+02	0.0000000000000000e+00	9.9269192613251311e-01
0	0.0000000000000000e+00	0	0	32	16	32	0.0000000000000000e+00	-1.2800000000000000e+02	0.0000000000000000e+00	9.9223844989555410e-01
0	0.0000000000000000e+00	0	0	32	17	32	0.0000000000000000e+00	-1.2000000000000000e+02	0.0000000000000000e+00	9.9172502065973744e-01
0	0.0000000000000000e+00	0	0	32	18	32	0.0000000000000000e+00	-1.1200000000000000e+02	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	0	32	19	32	0.0000000000000000e+00	-1.0400000000000000e+02	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	0	32	20	32	0.0000000000000000e+00	-9.6000000000000000e+01	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	0	32	21	32	0.0000000000000000e+00	-8.8000000000000000e+01	0.0000000000000000e+00	9.8874898480555107e-01
0	0.0000000000000000e+00	0	0	32	22	32	0.0000000000000000e+00	-8.0000000000000000e+01	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	0	32	23	32	0.0000000000000000e+00	-7.2000000000000000e+01	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	0	32	24	32	0.0000000000000000e+00	-6.4000000000000000e+01	0.0000000000000000e+00	9.8459857121084082e-01
0	0.0000000000000000e+00	0	0	32	25	32	0.0000000000000000e+00	-5.6000000000000000e+01	0.0000000000000000e+00	9.8244195722938277e-01
0	0.0000000000000000e+00	0	0	32	26	32	0.0000000000000000e+00	-4.8000000000000000e+01	0.0000000000000000e+00	9.7958632686933855e-01
0	0.0000000000000000e+00	0	0	32	27	32	0.0000000000000000e+00	-4.0000000000000000e+01	0.0000000000000000e+00	9.7562868195852082e-01
0	0.0000000000000000e+00	0	0	32	28	32	0.0000000000000000e+00	-3.2000000000000000e+01	0.0000000000000000e+00	9.6978597566059477e-01
0	0.0000000000000000e+00	0	0	32	29	32	0.0000000000000000e+00	-2.4000000000000000e+01	0.0000000000000000e+00	9.6031634708049118e-01
0	0.0000000000000000e+00	0	0	32	30	32	0.0000000000000000e+00	-1.6000000000000000e+01	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	0	32	31	32	0.0000000000000000e+00	-8.0000000000000000e+00	0.0000000000000000e+00	8.9693231061459455e-01
0	0.0000000000000000e+00	0	0	32	32	32	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	0	32	33	32	0.0000000000000000e+00	8.0000000000000000e+00	0.0000000000000000e+00	8.9693231061459455e-01
0	0.0000000000000000e+00	0	0	32	34	32	0.0000000000000000e+00	1.6000000000000000e+01	0.0000000000000000e+00	9.4244449045588741e-01
0	0.0000000000000000e+00	0	0	32	35	32	0.0000000000000000e+00	2.4000000000000000e+01	0.0000000000000000e+00	9.6031634708049118e-01
0	0.0000000000000000e+00	0	0	32	36	32	0.0000000000000000e+00	3.2000000000000000e+01	0.0000000000000000e+00	9.6978597566059477e-01
0	0.0000000000000000e+00	0	0	32	37	32	0.0000000000000000e+00	4.0000000000000000e+01	0.0000000000000000e+00	9.7562868195852082e-01
0	0.0000000000000000e+00	0	0	32	38	32	0.0000000000000000e+00	4.8000000000000000e+01	0.0000000000000000e+00	9.7958632686933855e-01
0	0.0000000000000000e+00	0	0	32	39	32	0.0000000000000000e+00	5.6000000000000000e+01	0.0000000000000000e+00	9.8244195722938277e-01
0	0.0000000000000000e+00	0	0	32	40	32	0.0000000000000000e+00	6.4000000000000000e+01	0.0000000000000000e+00	9.8459857121084082e-01
0	0.0000000000000000e+00	0	0	32	41	32	0.0000000000000000e+00	7.2000000000000000e+01	0.0000000000000000e+00	9.8628436689604215e-01
0	0.0000000000000000e+00	0	0	32	42	32	0.0000000000000000e+00	8.0000000000000000e+01	0.0000000000000000e+00	9.8763811070006780e-01
0	0.0000000000000000e+00	0	0	32	43	32	0.0000000000000000e+00	8.8000000000000000e+01	0.0000000000000000e+00	9.8874898480555107e-01
0	0.0000000000000000e+00	0	0	32	44	32	0.0000000000000000e+00	9.6000000000000000e+01	0.0000000000000000e+00	9.8967689418196203e-01
0	0.0000000000000000e+00	0	0	32	45	32	0.0000000000000000e+00	1.0400000000000000e+02	0.0000000000000000e+00	9.9046355821969001e-01
0	0.0000000000000000e+00	0	0	32	46	32	0.0000000000000000e+00	1.1200000000000000e+02	0.0000000000000000e+00	9.9113891910487628e-01
0	0.0000000000000000e+00	0	0	32	47	32	0.0000000000000000e+00	1.2000000000000000e+02	0.0000000000000000e+00	9.9172502065973744e-01
0	0.0000000000000000e+00	0	0	32	48	32	0.0000000000000000e+00	1.2800000000000000e+02	0.0000000000000000e+00	9.9223844989555410e-01
0	0.0000000000000000e+00	0	0	32	49	32	0.0000000000000000e+00	1.3600000000000000e+02	0.0000000000000000e+00	9.9269192613251311e-01
0	0.0000000000000000e+00	0	0	32	50	32	0.0000000000000000e+00	1.4400000000000000e+02	0.0000000000000000e+00	9.9309536563404133e-01
0	0.0000000000000000e+00	0	0	32	51	32	0.0000000000000000e+00	1.5200000000000000e+02	0.0000000000000000e+00	9.9345661308879729e-01
0	0.0000000000000000e+00	0	0	32	52	32	0.0000000000000000e+00	1.6000000000000000e+02	0.0000000000000000e+00	9.9378195548790738e-01
0	0.0000000000000000e+00	0	0	32	53	32	0.0000000000000000e+00	1.6800000000000000e+02	0.0000000000000000e+00	9.9407649032400591e-01
0	0.0000000000000000e+00	0	0	32	54	32	0.0000000000000000e+00	1.7600000000000000e+02	0.0000000000000000e+00	9.9434439410248077e-01
0	0.0000000000000000e+00	0	0	32	55	32	0.0000000000000000e+00	1.8400000000000000e+02	0.0000000000000000e+00	9.9458912128342891e-01
0	0.0000000000000000e+00	0	0	32	56	32	0.0000000000000000e+00	1.9200000000000000e+02	0.0000000000000000e+00	9.9481355380661651e-01
0	0.0000000000000000e+00	0	0	32	57	32	0.0000000000000000e+00	2.0000000000000000e+02	0.0000000000000000e+00	9.9502011494715714e-01
0	0.0000000000000000e+00	0	0	32	58	32	0.0000000000000000e+00	2.0800000000000000e+02	0.0000000000000000e+00	9.9521085704686352e-01
0	0.0000000000000000e+00	0	0	32	59	32	0.0000000000000000e+00	2.1600000000000000e+02	0.0000000000000000e+00	9.9538752985533074e-01
0	0.0000000000000000e+00	0	0	32	60	32	0.0000000000000000e+00	2.2400000000000000e+02	0.0000000000000000e+00	9.9555163430187710e-01
0	0.0000000000000000e+00	0	0	32	61	32	0.0000000000000000e+00	2.3200000000000000e+02	0.0000000000000000e+00	9.9570446519680933e-01
0	0.0000000000000000e+00	0	0	32	62	32	0.0000000000000000e+00	2.4000000000000000e+02	0.0000000000000000e+00	9.9584714543239883e-01
0	0.0000000000000000e+00	0	0	32	63	32	0.0000000000000000e+00	2.4800000000000000e+02	0.0000000000000000e+00	9.9598065359394861e-01
0	0.0000000000000000e+00	0	0	32	64	32	0.0000000000000000e+00	2.5600000000000000e+02	0.0000000000000000e+00	9.9610584641597288e-01
0	0.0000000000000000e+00	0	0	32	65	32	0.0000000000000000e+00	2.6400000000000000e+02	0.0000000000000000e+00	9.9610584641597288e-01
0	0.0000000000000000e+00	0	0	32	66	32	0.0000000000000000e+00	2.7200000000000000e+02	0.0000000000000000e+00	9.9610584641597288e-01
0	0.0000000000000000e+00	0	0	32	67	32	0.0000000000000000e+00	2.8000000000000000e+02	0.0000000000000000e+00	9.9610584641597288e-01
0	0.0000000000000000e+00	0	1	64	29	64	0.0000000000000000e+00	-1.4000000000000000e+02	0.0000000000000000e+00	9.9289936765163000e-01
0	0.0000000000000000e+00	0	1	64	30	64	0.0000000000000000e+00	-1.3600000000000000e+02	0.0000000000000000e+00	9.9269192613251311e-01
0	0.0000000000000000e+00	0	1	64	31	64	0.0000000000000000e+00	-1.3200000000000000e+02	0.0000000000000000e+00	9.9247200524783841e-01
0	0.0000000000000000e+00	0	1	64	32	64	0.0000000000000000e+00	-1.2800000000000000e+02	0.0000000000000000e+00	9.9223844989555410e-01
0	0.0000000000000000e+00	0	1	64	33	64	0.0000000000000000e+00	-1.2400000000000000e+02	0.0000000000000000e+00	9.9198994817689357e-01
0	0.0000000000000000e+00	0	1	64	34	64	0.0000000000000000e+00	-1.2000000000000000e+02	0.0000000000000000e+00	9.9172502065973744e-01
0	0.0000000000000000e+00	0	1	64	35	64	0.0000000000000000e+00	-1.1600000000000000e+02	0.0000000000000000e+00	9.9144198450996157e-01
0	0.0000000000000000e+00	0	1	64	36	64	0.0000000000000000e+00	-1.1200000000000000e+02	0.0000000000000000e+00	9.9113891910487628e-01
0	0.0000000000000000e+00	0	1	64	37	64	0.0000000000000000e+00	-1.0800000000000000e+02	0.0000000000000000e+00	9.9081362253726835e-01
0	0.0000000000000000e+00	0	1	64	38	64	0.0000000000000000e+00	-1.0400000000000000e+02	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	1	64	39	64	0.0000000000000000e+00	-1.0000000000000000e+02	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	1	64	40	64	0.0000000000000000e+00	-9.6000000000000000e+01	0.0000000000000000e+00	9.8967689418196203e-01
0	0.0000000000000000e+00	0	1	64	41	64	0.0000000000000000e+00	-9.2000000000000000e+01	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	1	64	42	64	0.0000000000000000e+00	-8.8000000000000000e+01	0.0000000000000000e+00	9.8874898480555107e-01
0	0.0000000000000000e+00	0	1	64	43	64	0.0000000000000000e+00	-8.4000000000000000e+01	0.0000000000000000e+00	9.8821963652924916e-01
0	0.0000000000000000e+00	0	1	64	44	64	0.0000000000000000e+00	-8.0000000000000000e+01	0.0000000000000000e+00	9.8763811070006780e-01
0	0.0000000000000000e+00	0	1	64	45	64	0.0000000000000000e+00	-7.6000000000000000e+01	0.0000000000000000e+00	9.8699630840770558e-01
0	0.0000000000000000e+00	0	1	64	46	64	0.0000000000000000e+00	-7.2000000000000000e+01	0.0000000000000000e+00	9.8628436689604215e-01
0	0.0000000000000000e+00	0	1	64	47	64	0.0000000000000000e+00	-6.8000000000000000e+01	0.0000000000000000e+00	9.8549015290769482e-01
0	0.0000000000000000e+00	0	1	64	48	64	0.0000000000000000e+00	-6.4000000000000000e+01	0.0000000000000000e+00	9.8459857121084082e-01
0	0.0000000000000000e+00	0	1	64	49	64	0.0000000000000000e+00	-6.0000000000000000e+01	0.0000000000000000e+00	9.8359060479227123e-01
0	0.0000000000000000e+00	0	1	64	50	64	0.0000000000000000e+00	-5.6000000000000000e+01	0.0000000000000000e+00	9.8244195722938277e-01
0	0.0000000000000000e+00	0	1	64	51	64	0.0000000000000000e+00	-5.2000000000000000e+01	0.0000000000000000e+00	9.8112109130707625e-01
0	0.0000000000000000e+00	0	1	64	52	64	0.0000000000000000e+00	-4.8000000000000000e+01	0.0000000000000000e+00	9.7958632686933855e-01
0	0.0000000000000000e+00	0	1	64	53	64	0.0000000000000000e+00	-4.4000000000000000e+01	0.0000000000000000e+00	9.7778142823912617e-01
0	0.0000000000000000e+00	0	1	64	54	64	0.0000000000000000e+00	-4.0000000000000000e+01	0.0000000000000000e+00	9.7562868195852082e-01
0	0.0000000000000000e+00	0	1	64	55	64	0.0000000000000000e+00	-3.6000000000000000e+01	0.0000000000000000e+00	9.7301763547816178e-01
0	0.0000000000000000e+00	0	1	64	56	64	0.0000000000000000e+00	-3.2000000000000000e+01	0.0000000000000000e+00	9.6978597566059477e-01
0	0.0000000000000000e+00	0	1	64	57	64	0.0000000000000000e+00	-2.8000000000000000e+01	0.0000000000000000e+00	9.6568535311569281e-01
0	0.0000000000000000e+00	0	1	64	58	64	0.0000000000000000e+00	-2.4000000000000000e+01	0.0000000000000000e+00	9.6031634708049118e-01
0	0.0000000000000000e+00	0	1	64	59	64	0.0000000000000000e+00	-2.0000000000000000e+01	0.0000000000000000e+00	9.5299453133072576e-01
0	0.0000000000000000e+00	0	1	64	60	64	0.0000000000000000e+00	-1.6000000000000000e+01	0.0000000000000000e+00	9.4244449045588741e-01
0	0.0000000000000000e+00	0	1	64	61	64	0.0000000000000000e+00	-1.2000000000000000e+01	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	1	64	62	64	0.0000000000000000e+00	-8.0000000000000000e+00	0.0000000000000000e+00	8.9693231061459455e-01
0	0.0000000000000000e+00	0	1	64	63	64	0.0000000000000000e+00	-4.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
0	0.0000000000000000e+00	0	1	64	64	64	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.2174798339729018e-01
0	0.0000000000000000e+00	0	1	64	65	64	0.0000000000000000e+00	4.0000000000000000e+00	0.0000000000000000e+00	8.3345572906575327e-01
0	0.0000000000000000e+00	0	1	64	66	64	0.0000000000000000e+00	8.0000000000000000e+00	0.0000000000000000e+00	8.9693231061459455e-01
0	0.0000000000000000e+00	0	1	64	67	64	0.0000000000000000e+00	1.2000000000000000e+01	0.0000000000000000e+00	9.2599225694896847e-01
0	0.0000000000000000e+00	0	1	64	68	64	0.0000000000000000e+00	1.6000000000000000e+01	0.0000000000000000e+00	9.4244449045588741e-01
0	0.0000000000000000e+00	0	1	64	69	64	0.0000000000000000e+00	2.0000000000000000e+01	0.0000000000000000e+00	9.5299453133072576e-01
0	0.0000000000000000e+00	0	1	64	70	64	0.0000000000000000e+00	2.4000000000000000e+01	0.0000000000000000e+00	9.6031634708049118e-01
0	0.0000000000000000e+00	0	1	64	71	64	0.0000000000000000e+00	2.8000000000000000e+01	0.0000000000000000e+00	9.6568535311569281e-01
0	0.0000000000000000e+00	0	1	64	72	64	0.0000000000000000e+00	3.2000000000000000e+01	0.0000000000000000e+00	9.6978597566059477e-01
0	0.0000000000000000e+00	0	1	64	73	64	0.0000000000000000e+00	3.6000000000000000e+01	0.0000000000000000e+00	9.7301763547816178e-01
0	0.0000000000000000e+00	0	1	64	74	64	0.0000000000000000e+00	4.0000000000000000e+01	0.0000000000000000e+00	9.7562868195852082e-01
0	0.0000000000000000e+00	0	1	64	75	64	0.0000000000000000e+00	4.4000000000000000e+01	0.0000000000000000e+00	9.7778142823912617e-01
0	0.0000000000000000e+00	0	1	64	76	64	0.0000000000000000e+00	4.8000000000000000e+01	0.0000000000000000e+00	9.7958632686933855e-01
0	0.0000000000000000e+00	0	1	64	77	64	0.0000000000000000e+00	5.2000000000000000e+01	0.0000000000000000e+00	9.8112109130707625e-01
0	0.0000000000000000e+00	0	1	64	78	64	0.0000000000000000e+00	5.6000000000000000e+01	0.0000000000000000e+00	9.8244195722938277e-01
0	0.0000000000000000e+00	0	1	64	79	64	0.0000000000000000e+00	6.0000000000000000e+01	0.0000000000000000e+00	9.8359060479227123e-01
0	0.0000000000000000e+00	0	1	64	80	64	0.0000000000000000e+00	6.4000000000000000e+01	0.0000000000000000e+00	9.8459857121084082e-01
0	0.0000000000000000e+00	0	1	64	81	64	0.0000000000000000e+00	6.8000000000000000e+01	0.0000000000000000e+00	9.8549015290769482e-01
0	0.0000000000000000e+00	0	1	64	82	64	0.0000000000000000e+00	7.2000000000000000e+01	0.0000000000000000e+00	9.8628436689604215e-01
0	0.0000000000000000e+00	0	1	64	83	64	0.0000000000000000e+00	7.6000000000000000e+01	0.0000000000000000e+00	9.8699630840770558e-01
0	0.0000000000000000e+00	0	1	64	84	64	0.0000000000000000e+00	8.0000000000000000e+01	0.0000000000000000e+00	9.8763811070006780e-01
0	0.0000000000000000e+00	0	1	64	85	64	0.0000000000000000e+00	8.4000000000000000e+01	0.0000000000000000e+00	9.8821963652924916e-01
0	0.0000000000000000e+00	0	1	64	86	64	0.0000000000000000e+00	8.8000000000000000e+01	0.0000000000000000e+00	9.8874898480555107e-01
0	0.0000000000000000e+00	0	1	64	87	64	0.0000000000000000e+00	9.2000000000000000e+01	0.0000000000000000e+00	9.8923286753784168e-01
0	0.0000000000000000e+00	0	1	64	88	64	0.0000000000000000e+00	9.6000000000000000e+01	0.0000000000000000e+00	9.8967689418196203e-01
0	0.0000000000000000e+00	0	1	64	89	64	0.0000000000000000e+00	1.0000000000000000e+02	0.0000000000000000e+00	9.9008578885962373e-01
0	0.0000000000000000e+00	0	1	64	90	64	0.0000000000000000e+00	1.0400000000000000e+02	0.0000000000000000e+00	9.9046355821969001e-01
0	0.0000000000000000e+00	0	1	64	91	64	0.0000000000000000e+00	1.0800000000000000e+02	0.0000000000000000e+00	9.9081362253726835e-01
0	0.0000000000000000e+00	0	1	64	92	64	0.0000000000000000e+00	1.1200000000000000e+02	0.0000000000000000e+00	9.9113891910487628e-01
0	0.0000000000000000e+00	0	1	64	93	64	0.0000000000000000e+00	1.1600000000000000e+02	0.0000000000000000e+00	9.9144198450996157e-01
0	0.0000000000000000e+00	0	1	64	94	64	0.0000000000000000e+00	1.2000000000000000e+02	0.0000000000000000e+00	9.9172502065973744e-01
0	0.0000000000000000e+00	0	1	64	95	64	0.0000000000000000e+00	1.2400000000000000e+02	0.0000000000000000e+00	9.9198994817689357e-01
0	0.0000000000000000e+00	0	1	64	96	64	0.0000000000000000e+00	1.2800000000000000e+02	0.0000000000000000e+00	9.9223844989555410e-01
0	0.0000000000000000e+00	0	1	64	97	64	0.0000000000000000e+00	1.3200000000000000e+02	0.0000000000000000e+00	9.9247200524783841e-01
0	0.0000000000000000e+00	0	1	64	98	64	0.0000000000000000e+00	1.3600000000000000e+02	0.0000000000000000e+00	9.9269192613251311e-01
0	0.0000000000000000e+00	0	1	64	99	64	0.0000000000000000e+00	1.4000000000000000e+02	0.0000000000000000e+00	9.9289936765163000e-01
